ORF	Gene
MAG05_59_20	Gene045280
MAG41_67_18	Gene045280
MAG31_101_7	Gene045280
MAG05_59_21	Gene045281
MAG41_67_17	Gene045281
MAG05_60_4	Gene045282
MAG60_57_4	Gene045282
MAG20_72_4	Gene045282
MAG25_254_3	Gene045282
MAG05_60_9	Gene045283
MAG40_6_68	Gene045283
MAG19_8_9	Gene045283
MAG41_89_9	Gene045283
MAG52_110_8	Gene045283
MAG56_1_124	Gene045283
MAG60_57_8	Gene045283
MAG29_14_15	Gene045283
MAG05_60_17	Gene045284
MAG60_40_21	Gene045284
MAG41_89_16	Gene045284
MAG05_61_2	Gene045285
MAG05_61_9	Gene045286
MAG05_61_11	Gene045287
MAG05_61_12	Gene045288
MAG05_61_13	Gene045289
MAG14_26_12	Gene045289
MAG41_15_38	Gene045289
MAG52_4_66	Gene045289
MAG60_1_68	Gene045289
MAG05_61_17	Gene045290
MAG41_27_28	Gene045290
MAG05_61_18	Gene045291
MAG05_61_19	Gene045292
MAG05_61_21	Gene045293
MAG05_61_23	Gene045294
MAG05_62_1	Gene045295
MAG05_62_6	Gene045296
MAG52_81_7	Gene045296
MAG41_50_16	Gene045296
MAG05_62_8	Gene045297
MAG52_81_5	Gene045297
MAG41_50_14	Gene045297
MAG05_62_9	Gene045298
MAG52_81_4	Gene045298
MAG41_50_13	Gene045298
MAG05_62_13	Gene045299
MAG41_50_9	Gene045299
MAG05_62_15	Gene045300
MAG05_62_17	Gene045301
MAG05_63_2	Gene045302
MAG56_66_10	Gene045302
MAG41_175_4	Gene045302
MAG52_55_24	Gene045302
MAG42_31_7	Gene045302
MAG05_63_6	Gene045303
MAG05_63_7	Gene045304
MAG05_63_8	Gene045305
MAG41_23_19	Gene045305
MAG42_293_2	Gene045305
MAG06_9_31	Gene045306
MAG14_8_59	Gene045306
MAG06_9_32	Gene045307
MAG06_9_33	Gene045308
MAG06_9_34	Gene045309
MAG16_74_1	Gene045309
MAG06_9_35	Gene045310
MAG06_9_38	Gene045311
MAG06_9_39	Gene045312
MAG06_9_40	Gene045313
MAG06_9_41	Gene045314
MAG06_9_43	Gene045315
MAG06_9_44	Gene045316
MAG06_9_45	Gene045317
MAG06_9_46	Gene045318
MAG06_9_47	Gene045319
MAG06_9_48	Gene045320
MAG06_9_49	Gene045321
MAG06_9_50	Gene045322
MAG06_9_52	Gene045323
MAG06_9_53	Gene045324
MAG06_9_54	Gene045325
MAG06_9_55	Gene045326
MAG06_9_56	Gene045327
MAG06_9_58	Gene045328
MAG06_9_59	Gene045329
MAG06_9_60	Gene045330
MAG06_9_61	Gene045331
MAG06_9_62	Gene045332
MAG06_9_63	Gene045333
MAG06_9_64	Gene045334
MAG06_9_65	Gene045335
MAG06_9_66	Gene045336
MAG06_9_67	Gene045337
MAG06_9_68	Gene045338
MAG06_9_69	Gene045339
MAG06_9_70	Gene045340
MAG06_9_71	Gene045341
MAG06_9_72	Gene045342
MAG06_9_73	Gene045343
MAG06_9_74	Gene045344
MAG06_10_2	Gene045345
MAG06_10_3	Gene045346
MAG06_10_4	Gene045347
MAG06_10_5	Gene045348
MAG06_10_6	Gene045349
MAG06_10_7	Gene045350
MAG06_10_8	Gene045351
MAG06_10_9	Gene045352
MAG06_10_10	Gene045353
MAG06_10_11	Gene045354
MAG06_10_12	Gene045355
MAG06_4_26	Gene045355
MAG06_10_13	Gene045356
MAG06_10_14	Gene045357
MAG06_10_15	Gene045358
MAG06_10_16	Gene045359
MAG06_10_17	Gene045360
MAG06_10_18	Gene045361
MAG06_10_19	Gene045362
MAG06_10_20	Gene045363
MAG06_10_21	Gene045364
MAG06_10_22	Gene045365
MAG06_10_23	Gene045366
MAG06_10_24	Gene045367
MAG06_10_25	Gene045368
MAG06_10_26	Gene045369
MAG06_10_27	Gene045370
MAG06_10_28	Gene045371
MAG06_10_29	Gene045372
MAG06_10_30	Gene045373
MAG06_10_31	Gene045374
MAG06_10_32	Gene045375
MAG06_10_33	Gene045376
MAG06_10_34	Gene045377
MAG06_10_35	Gene045378
MAG06_10_37	Gene045379
MAG06_10_38	Gene045380
MAG06_10_39	Gene045381
MAG06_10_40	Gene045382
MAG06_10_41	Gene045383
MAG06_10_42	Gene045384
MAG06_10_43	Gene045385
MAG06_10_45	Gene045386
MAG06_10_44	Gene045386
MAG06_10_46	Gene045386
MAG06_4_16	Gene045386
MAG06_10_47	Gene045387
MAG06_10_48	Gene045388
MAG06_10_49	Gene045389
MAG06_10_50	Gene045390
MAG06_10_51	Gene045391
MAG06_10_52	Gene045392
MAG06_10_53	Gene045393
MAG06_10_54	Gene045394
MAG06_10_55	Gene045395
MAG06_10_56	Gene045396
MAG07_119_1	Gene045397
MAG07_119_2	Gene045398
MAG07_119_3	Gene045399
MAG07_119_5	Gene045400
MAG07_120_1	Gene045401
MAG07_121_1	Gene045402
MAG07_121_2	Gene045403
MAG07_121_5	Gene045404
MAG07_122_1	Gene045405
MAG07_122_3	Gene045406
MAG38_164_1	Gene045406
MAG07_122_4	Gene045407
MAG07_122_6	Gene045408
MAG07_123_1	Gene045409
MAG07_123_5	Gene045410
MAG07_124_1	Gene045411
MAG07_124_2	Gene045412
MAG07_125_4	Gene045413
MAG07_126_2	Gene045414
MAG07_127_1	Gene045415
MAG07_127_4	Gene045416
MAG07_128_1	Gene045417
MAG07_128_4	Gene045418
MAG07_128_5	Gene045419
MAG07_128_6	Gene045420
MAG07_129_1	Gene045421
MAG07_130_1	Gene045422
MAG07_130_2	Gene045423
MAG07_130_3	Gene045424
MAG08_1_91	Gene045424
MAG38_71_5	Gene045424
MAG39_10_17	Gene045424
MAG30_6_85	Gene045424
MAG07_130_4	Gene045425
MAG07_131_1	Gene045426
MAG07_131_3	Gene045427
MAG58_38_6	Gene045427
MAG30_28_3	Gene045427
MAG39_1_230	Gene045427
MAG07_132_1	Gene045428
MAG07_132_2	Gene045429
MAG21_88_5	Gene045429
MAG07_133_1	Gene045430
MAG07_134_1	Gene045431
MAG07_134_2	Gene045432
MAG07_134_3	Gene045433
MAG07_135_1	Gene045434
MAG08_29_9	Gene045434
MAG39_3_37	Gene045434
MAG07_135_2	Gene045435
MAG07_136_1	Gene045436
MAG07_136_2	Gene045437
MAG07_137_1	Gene045438
MAG39_3_127	Gene045438
MAG38_91_6	Gene045438
MAG07_137_4	Gene045439
MAG07_138_1	Gene045440
MAG07_138_2	Gene045441
MAG07_139_1	Gene045442
MAG07_139_3	Gene045443
MAG08_46_6	Gene045443
MAG39_1_149	Gene045443
MAG38_65_4	Gene045443
MAG07_139_5	Gene045444
MAG07_140_1	Gene045445
MAG38_165_1	Gene045445
MAG39_2_176	Gene045445
MAG08_26_2	Gene045445
MAG07_140_2	Gene045446
MAG38_25_9	Gene045446
MAG39_2_177	Gene045446
MAG07_140_4	Gene045447
MAG07_141_1	Gene045448
MAG07_141_2	Gene045449
MAG07_142_1	Gene045450
MAG07_142_2	Gene045451
MAG39_10_20	Gene045451
MAG07_142_4	Gene045452
MAG07_143_1	Gene045453
MAG38_19_13	Gene045453
MAG07_143_2	Gene045454
MAG38_19_12	Gene045454
MAG07_143_3	Gene045455
MAG07_143_4	Gene045456
MAG38_19_10	Gene045456
MAG07_143_6	Gene045457
MAG07_144_1	Gene045458
MAG07_144_3	Gene045459
MAG07_145_1	Gene045460
MAG08_13_23	Gene045461
MAG08_13_27	Gene045462
MAG08_13_29	Gene045463
MAG39_4_74	Gene045463
MAG38_39_16	Gene045463
MAG30_3_40	Gene045463
MAG58_32_14	Gene045463
MAG21_34_15	Gene045463
MAG08_13_31	Gene045464
MAG07_12_6	Gene045464
MAG38_39_18	Gene045464
MAG36_5_44	Gene045464
MAG39_4_72	Gene045464
MAG03_60_2	Gene045464
MAG58_32_12	Gene045464
MAG30_3_38	Gene045464
MAG08_13_36	Gene045465
MAG01_2_142	Gene045465
MAG30_3_32	Gene045465
MAG36_5_38	Gene045465
MAG39_4_66	Gene045465
MAG58_32_6	Gene045465
MAG08_13_43	Gene045466
MAG39_11_2	Gene045466
MAG38_52_7	Gene045466
MAG08_13_48	Gene045467
MAG08_14_1	Gene045468
MAG08_14_2	Gene045469
MAG08_14_3	Gene045470
MAG08_14_4	Gene045471
MAG08_14_5	Gene045472
MAG08_14_6	Gene045473
MAG08_14_7	Gene045474
MAG08_14_8	Gene045475
MAG03_34_5	Gene045475
MAG08_14_9	Gene045476
MAG08_14_10	Gene045477
MAG08_14_12	Gene045478
MAG30_1_103	Gene045478
MAG08_14_14	Gene045479
MAG08_7_10	Gene045479
MAG08_14_15	Gene045480
MAG08_14_16	Gene045481
MAG03_1_17	Gene045481
MAG07_109_2	Gene045481
MAG66_148_5	Gene045481
MAG08_14_17	Gene045482
MAG36_2_56	Gene045482
MAG39_2_44	Gene045482
MAG40_8_28	Gene045482
MAG56_20_4	Gene045482
MAG03_1_18	Gene045482
MAG14_19_87	Gene045482
MAG20_26_33	Gene045482
MAG41_2_6	Gene045482
MAG57_195_5	Gene045482
MAG66_148_4	Gene045482
MAG14_5_62	Gene045482
MAG38_156_3	Gene045482
MAG42_176_1	Gene045482
MAG08_14_20	Gene045483
MAG08_14_21	Gene045484
MAG08_14_22	Gene045485
MAG08_14_23	Gene045486
MAG08_14_26	Gene045487
MAG60_167_3	Gene045487
MAG31_532_2	Gene045487
MAG29_23_37	Gene045487
MAG45_213_1	Gene045487
MAG05_3_8	Gene045487
MAG14_4_43	Gene045487
MAG41_107_3	Gene045487
MAG51_326_2	Gene045487
MAG52_44_27	Gene045487
MAG56_66_12	Gene045487
MAG62_17_10	Gene045487
MAG66_254_3	Gene045487
MAG32_4_59	Gene045487
MAG08_14_28	Gene045488
MAG08_14_29	Gene045489
MAG08_15_1	Gene045490
MAG08_15_2	Gene045491
MAG39_1_172	Gene045491
MAG39_1_170	Gene045491
MAG08_15_3	Gene045492
MAG08_15_4	Gene045493
MAG08_15_5	Gene045494
MAG08_15_6	Gene045495
MAG08_15_7	Gene045496
MAG08_15_8	Gene045497
MAG08_15_9	Gene045498
MAG08_15_11	Gene045499
MAG08_15_12	Gene045500
MAG08_15_15	Gene045501
MAG08_15_16	Gene045502
MAG08_15_17	Gene045503
MAG08_15_18	Gene045504
MAG08_15_19	Gene045505
MAG08_15_20	Gene045506
MAG08_16_1	Gene045507
MAG08_16_2	Gene045508
MAG42_4_21	Gene045508
MAG62_117_4	Gene045508
MAG08_16_3	Gene045509
MAG08_16_4	Gene045510
MAG08_16_5	Gene045511
MAG08_16_6	Gene045512
MAG39_2_159	Gene045512
MAG07_77_4	Gene045512
MAG38_78_3	Gene045512
MAG08_16_7	Gene045513
MAG08_16_8	Gene045514
MAG08_16_9	Gene045515
MAG08_16_10	Gene045516
MAG08_16_12	Gene045517
MAG02_31_7	Gene045517
MAG08_16_13	Gene045518
MAG08_16_14	Gene045519
MAG08_16_17	Gene045520
MAG08_16_18	Gene045521
MAG09_5_104	Gene045522
MAG09_5_105	Gene045523
MAG09_5_108	Gene045524
MAG61_4_40	Gene045524
MAG11_2_78	Gene045524
MAG09_5_110	Gene045525
MAG48_1_526	Gene045525
MAG09_5_111	Gene045526
MAG09_5_113	Gene045527
MAG48_1_934	Gene045527
MAG11_3_181	Gene045527
MAG09_5_118	Gene045528
MAG11_3_175	Gene045528
MAG61_12_9	Gene045528
MAG09_5_119	Gene045529
MAG09_5_121	Gene045530
MAG48_1_944	Gene045530
MAG11_3_172	Gene045530
MAG61_12_6	Gene045530
MAG09_5_123	Gene045531
MAG35_2_85	Gene045531
MAG11_1_196	Gene045531
MAG09_5_124	Gene045532
MAG09_5_125	Gene045533
MAG48_1_948	Gene045533
MAG61_12_2	Gene045533
MAG09_5_126	Gene045534
MAG11_1_198	Gene045534
MAG48_1_949	Gene045534
MAG09_5_131	Gene045535
MAG48_1_958	Gene045535
MAG09_5_132	Gene045536
MAG09_5_135	Gene045537
MAG09_5_138	Gene045538
MAG11_1_102	Gene045538
MAG09_6_5	Gene045539
MAG07_155_3	Gene045539
MAG11_2_265	Gene045539
MAG24_7_53	Gene045539
MAG48_5_23	Gene045539
MAG55_18_2	Gene045539
MAG61_10_32	Gene045539
MAG09_6_6	Gene045540
MAG11_2_266	Gene045540
MAG24_7_52	Gene045540
MAG48_5_24	Gene045540
MAG61_10_31	Gene045540
MAG59_3_171	Gene045540
MAG21_34_6	Gene045540
MAG30_3_31	Gene045540
MAG58_32_5	Gene045540
MAG02_113_5	Gene045540
MAG04_6_75	Gene045540
MAG10_10_25	Gene045540
MAG13_11_9	Gene045540
MAG17_27_7	Gene045540
MAG22_33_11	Gene045540
MAG26_13_23	Gene045540
MAG27_30_12	Gene045540
MAG28_8_54	Gene045540
MAG33_82_5	Gene045540
MAG37_8_44	Gene045540
MAG44_5_79	Gene045540
MAG46_17_10	Gene045540
MAG47_2_90	Gene045540
MAG49_28_36	Gene045540
MAG50_19_5	Gene045540
MAG53_33_8	Gene045540
MAG54_3_59	Gene045540
MAG55_18_3	Gene045540
MAG64_12_44	Gene045540
MAG65_12_5	Gene045540
MAG67_39_2	Gene045540
MAG68_2_48	Gene045540
MAG69_5_80	Gene045540
MAG01_2_143	Gene045540
MAG12_2_117	Gene045540
MAG35_2_55	Gene045540
MAG06_3_27	Gene045540
MAG18_359_2	Gene045540
MAG63_5_16	Gene045540
MAG16_38_6	Gene045540
MAG43_27_24	Gene045540
MAG31_143_7	Gene045540
MAG23_15_23	Gene045540
MAG15_10_44	Gene045540
MAG09_6_16	Gene045541
MAG11_2_276	Gene045541
MAG24_7_42	Gene045541
MAG48_5_34	Gene045541
MAG55_18_13	Gene045541
MAG61_10_21	Gene045541
MAG69_5_71	Gene045541
MAG09_6_19	Gene045542
MAG55_18_16	Gene045542
MAG61_10_17	Gene045542
MAG22_33_24	Gene045542
MAG27_30_25	Gene045542
MAG47_2_77	Gene045542
MAG63_5_29	Gene045542
MAG65_12_18	Gene045542
MAG11_2_279	Gene045542
MAG35_2_42	Gene045542
MAG24_7_38	Gene045542
MAG09_6_25	Gene045543
MAG11_2_285	Gene045543
MAG24_7_32	Gene045543
MAG48_5_43	Gene045543
MAG55_18_22	Gene045543
MAG61_10_11	Gene045543
MAG12_2_136	Gene045543
MAG26_13_43	Gene045543
MAG46_17_29	Gene045543
MAG43_52_8	Gene045543
MAG47_2_71	Gene045543
MAG65_12_24	Gene045543
MAG69_5_62	Gene045543
MAG02_9_11	Gene045543
MAG10_10_43	Gene045543
MAG13_305_1	Gene045543
MAG49_28_17	Gene045543
MAG53_33_27	Gene045543
MAG04_6_94	Gene045543
MAG17_27_26	Gene045543
MAG28_8_73	Gene045543
MAG33_82_24	Gene045543
MAG50_19_24	Gene045543
MAG22_33_30	Gene045543
MAG27_30_31	Gene045543
MAG37_8_25	Gene045543
MAG54_3_40	Gene045543
MAG63_5_35	Gene045543
MAG68_2_66	Gene045543
MAG44_5_98	Gene045543
MAG64_12_25	Gene045543
MAG67_11_41	Gene045543
MAG09_6_27	Gene045544
MAG27_30_33	Gene045544
MAG11_2_287	Gene045544
MAG24_7_30	Gene045544
MAG48_5_45	Gene045544
MAG55_18_24	Gene045544
MAG61_10_9	Gene045544
MAG09_6_28	Gene045545
MAG11_2_288	Gene045545
MAG24_7_29	Gene045545
MAG35_2_22	Gene045545
MAG48_5_46	Gene045545
MAG55_18_25	Gene045545
MAG61_10_8	Gene045545
MAG09_6_37	Gene045546
MAG09_6_38	Gene045547
MAG09_6_39	Gene045548
MAG09_6_40	Gene045549
MAG09_6_41	Gene045550
MAG09_6_42	Gene045551
MAG09_3_146	Gene045551
MAG09_6_43	Gene045552
MAG09_6_44	Gene045553
MAG09_6_46	Gene045554
MAG09_6_47	Gene045555
MAG05_29_24	Gene045555
MAG17_29_18	Gene045555
MAG52_51_12	Gene045555
MAG35_1_65	Gene045555
MAG42_316_2	Gene045555
MAG14_4_26	Gene045555
MAG20_1_202	Gene045555
MAG48_2_296	Gene045555
MAG21_317_1	Gene045555
MAG09_6_52	Gene045556
MAG09_6_55	Gene045557
MAG09_6_56	Gene045558
MAG09_6_57	Gene045559
MAG11_2_344	Gene045559
MAG48_3_96	Gene045559
MAG61_17_5	Gene045559
MAG04_35_12	Gene045559
MAG13_13_5	Gene045559
MAG28_14_33	Gene045559
MAG54_141_3	Gene045559
MAG10_27_14	Gene045559
MAG12_2_76	Gene045559
MAG17_38_9	Gene045559
MAG22_41_10	Gene045559
MAG26_38_17	Gene045559
MAG27_6_101	Gene045559
MAG33_21_17	Gene045559
MAG37_16_16	Gene045559
MAG43_49_9	Gene045559
MAG44_1_205	Gene045559
MAG46_5_1	Gene045559
MAG47_84_2	Gene045559
MAG50_49_16	Gene045559
MAG53_26_3	Gene045559
MAG63_79_2	Gene045559
MAG64_14_51	Gene045559
MAG24_13_40	Gene045559
MAG55_3_38	Gene045559
MAG35_3_80	Gene045559
MAG09_6_58	Gene045560
MAG09_6_64	Gene045561
MAG10_5_6	Gene045562
MAG10_5_8	Gene045563
MAG10_5_11	Gene045564
MAG10_5_12	Gene045565
MAG10_5_18	Gene045566
MAG46_21_32	Gene045566
MAG10_5_22	Gene045567
MAG10_5_26	Gene045568
MAG46_1_57	Gene045568
MAG10_5_31	Gene045569
MAG27_1_140	Gene045569
MAG10_5_32	Gene045570
MAG10_5_33	Gene045571
MAG10_5_34	Gene045572
MAG10_5_35	Gene045573
MAG10_5_39	Gene045574
MAG10_5_41	Gene045575
MAG10_5_43	Gene045576
MAG10_5_44	Gene045577
MAG10_5_45	Gene045578
MAG10_5_46	Gene045579
MAG10_5_47	Gene045580
MAG10_5_48	Gene045581
MAG10_6_2	Gene045582
MAG10_6_3	Gene045583
MAG46_14_47	Gene045583
MAG02_88_2	Gene045583
MAG10_6_7	Gene045584
MAG54_105_4	Gene045584
MAG67_1_70	Gene045584
MAG10_6_10	Gene045585
MAG10_6_13	Gene045586
MAG10_6_16	Gene045587
MAG10_6_17	Gene045588
MAG46_28_10	Gene045588
MAG44_20_23	Gene045588
MAG69_2_33	Gene045588
MAG17_3_40	Gene045588
MAG02_39_11	Gene045588
MAG26_26_9	Gene045588
MAG67_6_25	Gene045588
MAG43_40_10	Gene045588
MAG49_5_11	Gene045588
MAG10_6_22	Gene045589
MAG10_6_23	Gene045590
MAG10_6_24	Gene045591
MAG44_23_12	Gene045591
MAG02_24_4	Gene045591
MAG46_4_77	Gene045591
MAG10_6_25	Gene045592
MAG10_6_34	Gene045593
MAG10_6_37	Gene045594
MAG10_6_38	Gene045595
MAG10_6_40	Gene045596
MAG10_6_44	Gene045597
MAG10_6_47	Gene045598
MAG10_6_49	Gene045599
MAG10_6_50	Gene045600
MAG10_6_51	Gene045601
MAG10_53_3	Gene045602
MAG02_11_18	Gene045602
MAG44_7_82	Gene045602
MAG53_65_5	Gene045602
MAG10_53_6	Gene045603
MAG10_53_7	Gene045604
MAG10_53_10	Gene045605
MAG10_53_12	Gene045606
MAG10_53_13	Gene045607
MAG10_53_14	Gene045608
MAG10_53_15	Gene045609
MAG10_53_16	Gene045610
MAG10_54_2	Gene045611
MAG46_4_65	Gene045611
MAG69_5_4	Gene045611
MAG10_54_7	Gene045612
MAG10_54_9	Gene045613
MAG10_54_12	Gene045614
MAG10_55_3	Gene045615
MAG49_66_7	Gene045615
MAG55_92_6	Gene045615
MAG50_39_10	Gene045615
MAG33_21_27	Gene045615
MAG10_55_4	Gene045616
MAG50_39_11	Gene045616
MAG13_42_2	Gene045616
MAG33_21_28	Gene045616
MAG49_66_8	Gene045616
MAG65_269_2	Gene045616
MAG10_55_6	Gene045617
MAG43_5_5	Gene045617
MAG13_203_3	Gene045617
MAG04_8_13	Gene045617
MAG22_65_13	Gene045617
MAG28_8_97	Gene045617
MAG47_82_6	Gene045617
MAG53_43_13	Gene045617
MAG33_51_4	Gene045617
MAG44_27_11	Gene045617
MAG12_9_86	Gene045617
MAG26_7_34	Gene045617
MAG48_4_104	Gene045617
MAG35_10_39	Gene045617
MAG61_37_11	Gene045617
MAG59_4_142	Gene045617
MAG10_55_10	Gene045618
MAG22_84_5	Gene045618
MAG02_2_15	Gene045618
MAG47_28_11	Gene045618
MAG53_1_74	Gene045618
MAG65_43_8	Gene045618
MAG04_30_22	Gene045618
MAG28_20_26	Gene045618
MAG44_8_18	Gene045618
MAG46_4_104	Gene045618
MAG54_3_16	Gene045618
MAG69_17_34	Gene045618
MAG63_33_5	Gene045618
MAG68_12_21	Gene045618
MAG26_16_28	Gene045618
MAG43_35_14	Gene045618
MAG67_28_7	Gene045618
MAG17_4_38	Gene045618
MAG27_18_36	Gene045618
MAG50_25_22	Gene045618
MAG33_33_7	Gene045618
MAG37_12_24	Gene045618
MAG64_1_173	Gene045618
MAG49_27_24	Gene045618
MAG24_13_15	Gene045618
MAG09_4_156	Gene045618
MAG11_4_109	Gene045618
MAG61_35_13	Gene045618
MAG55_50_3	Gene045618
MAG48_1_68	Gene045618
MAG16_1_82	Gene045618
MAG12_6_109	Gene045618
MAG10_55_12	Gene045619
MAG02_2_13	Gene045619
MAG10_55_13	Gene045620
MAG10_56_1	Gene045621
MAG10_56_4	Gene045622
MAG10_56_5	Gene045623
MAG44_16_29	Gene045623
MAG46_7_63	Gene045623
MAG10_56_7	Gene045624
MAG44_1_48	Gene045624
MAG63_59_6	Gene045624
MAG10_56_10	Gene045625
MAG44_1_51	Gene045625
MAG10_57_1	Gene045626
MAG10_57_3	Gene045627
MAG10_57_4	Gene045628
MAG10_57_5	Gene045629
MAG46_3_75	Gene045629
MAG10_57_6	Gene045630
MAG27_1_230	Gene045630
MAG10_57_11	Gene045631
MAG10_58_1	Gene045632
MAG10_58_4	Gene045633
MAG10_58_7	Gene045634
MAG27_6_23	Gene045634
MAG10_58_9	Gene045635
MAG10_59_1	Gene045636
MAG10_59_4	Gene045637
MAG10_59_5	Gene045638
MAG10_59_8	Gene045639
MAG10_60_1	Gene045640
MAG10_60_3	Gene045641
MAG46_7_14	Gene045641
MAG02_22_5	Gene045641
MAG26_4_45	Gene045641
MAG37_12_5	Gene045641
MAG22_10_39	Gene045641
MAG28_3_53	Gene045641
MAG54_48_10	Gene045641
MAG67_3_45	Gene045641
MAG04_20_3	Gene045641
MAG17_17_16	Gene045641
MAG44_1_187	Gene045641
MAG65_196_2	Gene045641
MAG49_17_14	Gene045641
MAG15_47_3	Gene045641
MAG53_3_94	Gene045641
MAG11_4_7	Gene045641
MAG64_6_71	Gene045641
MAG66_360_1	Gene045641
MAG43_4_32	Gene045641
MAG68_57_8	Gene045641
MAG10_60_4	Gene045642
MAG10_60_5	Gene045643
MAG02_117_3	Gene045643
MAG44_12_31	Gene045643
MAG10_61_1	Gene045644
MAG10_61_3	Gene045645
MAG10_61_4	Gene045646
MAG10_61_5	Gene045647
MAG10_61_7	Gene045648
MAG10_61_9	Gene045649
MAG11_6_92	Gene045650
MAG11_6_93	Gene045651
MAG11_6_94	Gene045652
MAG11_6_95	Gene045653
MAG11_6_96	Gene045654
MAG11_6_97	Gene045655
MAG11_6_98	Gene045656
MAG11_6_99	Gene045657
MAG11_3_163	Gene045657
MAG11_6_100	Gene045658
MAG11_6_101	Gene045659
MAG11_6_102	Gene045660
MAG11_6_104	Gene045661
MAG11_6_112	Gene045662
MAG48_4_46	Gene045662
MAG11_6_113	Gene045663
MAG09_1_267	Gene045663
MAG61_15_18	Gene045663
MAG11_6_119	Gene045664
MAG09_6_1	Gene045664
MAG11_7_1	Gene045665
MAG11_7_2	Gene045666
MAG11_7_6	Gene045667
MAG09_2_14	Gene045667
MAG11_7_8	Gene045668
MAG11_7_11	Gene045669
MAG11_7_12	Gene045670
MAG09_2_124	Gene045670
MAG11_7_13	Gene045671
MAG09_4_34	Gene045671
MAG24_8_18	Gene045671
MAG48_7_26	Gene045671
MAG61_62_5	Gene045671
MAG11_7_15	Gene045672
MAG61_62_3	Gene045672
MAG48_7_28	Gene045672
MAG09_4_36	Gene045672
MAG11_7_17	Gene045673
MAG11_7_23	Gene045674
MAG11_7_30	Gene045675
MAG48_3_120	Gene045675
MAG61_7_5	Gene045675
MAG09_1_381	Gene045675
MAG11_7_32	Gene045676
MAG61_38_15	Gene045676
MAG09_1_26	Gene045676
MAG48_2_112	Gene045676
MAG55_12_33	Gene045676
MAG24_15_34	Gene045676
MAG11_7_39	Gene045677
MAG11_7_44	Gene045678
MAG11_7_51	Gene045679
MAG11_7_52	Gene045680
MAG11_7_54	Gene045681
MAG24_2_107	Gene045681
MAG09_1_207	Gene045681
MAG55_12_23	Gene045681
MAG48_3_51	Gene045681
MAG61_14_34	Gene045681
MAG11_7_55	Gene045682
MAG11_7_58	Gene045683
MAG11_7_60	Gene045684
MAG55_12_29	Gene045684
MAG61_14_40	Gene045684
MAG09_1_201	Gene045684
MAG48_3_45	Gene045684
MAG24_2_101	Gene045684
MAG11_7_61	Gene045685
MAG11_7_63	Gene045686
MAG11_7_65	Gene045687
MAG11_7_67	Gene045688
MAG11_7_70	Gene045689
MAG12_4_48	Gene045690
MAG12_4_49	Gene045691
MAG12_4_50	Gene045692
MAG33_75_3	Gene045692
MAG50_17_24	Gene045692
MAG12_4_51	Gene045693
MAG12_4_53	Gene045694
MAG09_15_5	Gene045694
MAG61_5_22	Gene045694
MAG55_133_4	Gene045694
MAG64_7_16	Gene045694
MAG50_87_5	Gene045694
MAG33_78_4	Gene045694
MAG11_1_79	Gene045694
MAG48_1_445	Gene045694
MAG12_4_55	Gene045695
MAG12_4_56	Gene045696
MAG12_4_57	Gene045697
MAG43_8_2	Gene045697
MAG68_127_1	Gene045697
MAG26_4_72	Gene045697
MAG69_12_24	Gene045697
MAG28_3_74	Gene045697
MAG49_16_31	Gene045697
MAG10_46_13	Gene045697
MAG44_10_54	Gene045697
MAG37_58_1	Gene045697
MAG22_1_27	Gene045697
MAG27_6_94	Gene045697
MAG53_17_35	Gene045697
MAG63_16_21	Gene045697
MAG47_19_25	Gene045697
MAG12_4_58	Gene045698
MAG12_4_59	Gene045699
MAG11_1_314	Gene045699
MAG61_29_10	Gene045699
MAG48_1_195	Gene045699
MAG09_10_38	Gene045699
MAG24_9_84	Gene045699
MAG47_3_68	Gene045699
MAG53_1_124	Gene045699
MAG33_78_8	Gene045699
MAG65_114_3	Gene045699
MAG50_70_1	Gene045699
MAG12_4_60	Gene045700
MAG12_4_61	Gene045701
MAG12_4_63	Gene045702
MAG12_4_64	Gene045703
MAG12_4_65	Gene045704
MAG12_4_66	Gene045705
MAG27_13_22	Gene045705
MAG12_4_68	Gene045706
MAG12_4_70	Gene045707
MAG27_2_73	Gene045707
MAG47_7_42	Gene045707
MAG53_13_52	Gene045707
MAG12_4_73	Gene045708
MAG11_2_169	Gene045708
MAG47_7_39	Gene045708
MAG22_41_4	Gene045708
MAG53_13_49	Gene045708
MAG27_2_76	Gene045708
MAG26_5_80	Gene045708
MAG09_2_148	Gene045708
MAG68_61_10	Gene045708
MAG24_1_97	Gene045708
MAG55_29_7	Gene045708
MAG61_10_53	Gene045708
MAG12_4_77	Gene045709
MAG12_4_78	Gene045710
MAG12_4_79	Gene045711
MAG12_4_80	Gene045712
MAG12_4_81	Gene045713
MAG12_4_82	Gene045714
MAG12_4_83	Gene045715
MAG12_4_84	Gene045716
MAG33_114_7	Gene045716
MAG11_3_184	Gene045716
MAG50_45_12	Gene045716
MAG09_5_3	Gene045716
MAG28_30_8	Gene045716
MAG04_12_39	Gene045716
MAG17_10_43	Gene045716
MAG26_7_46	Gene045716
MAG37_32_4	Gene045716
MAG43_9_48	Gene045716
MAG44_7_43	Gene045716
MAG49_50_5	Gene045716
MAG54_34_18	Gene045716
MAG61_4_20	Gene045716
MAG64_2_191	Gene045716
MAG68_81_4	Gene045716
MAG69_1_65	Gene045716
MAG35_7_5	Gene045716
MAG47_3_63	Gene045716
